Building Type,Incident Zip,Borough,Day of Week,Date of Report,Duration of Call (min)
Private Home,11202,Brooklyn,5,2023-11-03,15
Apartment Complex,10267,Manhattan,1,2023-05-15,41
Apartment Complex,10108,Manhattan,6,2023-11-11,56
Private Home,10451,Bronx,7,2023-09-24,35
Hotel,11031,Queens,1,2023-10-30,34
Villa,10302,Staten Island,1,2023-06-12,34
Private Home,11093,Queens,2,2023-07-25,40
Villa,10467,Bronx,7,2023-03-12,53
Private Home,10308,Staten Island,7,2023-03-26,32
Apartment Complex,11063,Queens,1,2023-06-05,16
Villa,11221,Brooklyn,7,2023-03-26,25
Hotel,10457,Bronx,3,2023-08-02,10
Apartment Complex,10031,Manhattan,6,2023-11-11,33
Hotel,10471,Bronx,3,2023-05-31,5
Private Home,11086,Queens,4,2023-05-04,33
Hotel,10468,Bronx,6,2023-02-25,58
Apartment Complex,10262,Manhattan,3,2023-06-28,41
Villa,10469,Bronx,5,2023-05-05,33
Apartment Complex,10301,Staten Island,3,2023-02-15,36
Hotel,10248,Manhattan,5,2023-08-04,29
Private Home,11087,Queens,7,2023-05-21,5
Villa,10452,Bronx,6,2023-08-26,42
Villa,10207,Manhattan,3,2023-08-16,30
Villa,10096,Manhattan,1,2023-08-28,24
Villa,10301,Staten Island,3,2023-10-18,24
Private Home,10084,Manhattan,5,2023-02-24,27
Apartment Complex,11252,Brooklyn,5,2023-12-15,13
Apartment Complex,10312,Staten Island,7,2023-12-10,32
Hotel,11047,Queens,6,2023-01-07,34
Private Home,11254,Brooklyn,3,2023-03-15,22
Private Home,11014,Queens,3,2023-05-17,35
Villa,11082,Queens,4,2023-08-03,14
Private Home,10469,Bronx,4,2023-04-20,8
Villa,10126,Manhattan,6,2023-03-25,37
Hotel,10118,Manhattan,7,2023-01-08,9
Apartment Complex,11243,Brooklyn,7,2023-12-31,57
Apartment Complex,10308,Staten Island,2,2023-12-26,4
Private Home,10451,Bronx,2,2023-05-02,32
Private Home,11027,Queens,7,2023-10-08,25
Private Home,10147,Manhattan,1,2023-03-13,58
Private Home,10455,Bronx,1,2023-03-13,56
Private Home,10308,Staten Island,2,2023-08-08,40
Apartment Complex,10015,Manhattan,7,2023-10-29,52
Hotel,11099,Queens,3,2023-02-08,51
Villa,11240,Brooklyn,3,2023-06-14,59
Villa,11247,Brooklyn,5,2023-02-10,17
Private Home,10302,Staten Island,2,2023-08-22,39
Private Home,10474,Bronx,5,2023-05-05,25
Apartment Complex,10303,Staten Island,1,2023-01-09,28
Apartment Complex,10307,Staten Island,6,2023-12-30,34
Villa,11022,Queens,2,2023-03-28,26
Apartment Complex,11234,Brooklyn,7,2023-07-16,23
Villa,10305,Staten Island,6,2023-08-19,9
Hotel,10012,Manhattan,3,2023-06-14,9
Villa,11244,Brooklyn,1,2023-11-13,52
Hotel,10458,Bronx,3,2023-02-22,16
Villa,11061,Queens,4,2023-11-02,56
Villa,10241,Manhattan,5,2023-07-28,35
Apartment Complex,10303,Staten Island,3,2023-02-01,25
Apartment Complex,10473,Bronx,5,2023-12-29,47
Villa,10467,Bronx,3,2023-01-18,31
Hotel,10206,Manhattan,2,2023-07-18,57
Private Home,10311,Staten Island,4,2023-09-14,10
Private Home,10303,Staten Island,1,2023-02-20,35
Villa,11222,Brooklyn,6,2023-06-24,55
Private Home,10464,Bronx,6,2023-07-08,2
Villa,11218,Brooklyn,7,2023-02-05,35
Private Home,10471,Bronx,2,2023-03-28,42
Villa,10458,Bronx,6,2023-05-06,11
Hotel,10459,Bronx,2,2023-06-27,28
Villa,10311,Staten Island,3,2023-11-29,54
Apartment Complex,10164,Manhattan,2,2023-12-12,46
Apartment Complex,10451,Bronx,4,2023-10-26,37
Hotel,10004,Manhattan,2,2023-01-24,23
Villa,11237,Brooklyn,6,2023-01-14,2
Private Home,10115,Manhattan,7,2023-11-05,37
Private Home,11247,Brooklyn,6,2023-09-30,3
Villa,10187,Manhattan,3,2023-09-27,7
Apartment Complex,10311,Staten Island,3,2023-08-16,52
Private Home,11096,Queens,6,2023-01-07,48
Apartment Complex,10213,Manhattan,6,2023-05-20,20
Apartment Complex,10111,Manhattan,1,2023-12-04,29
Apartment Complex,11023,Queens,7,2023-01-22,58
Villa,10301,Staten Island,7,2023-06-04,58
Villa,10455,Bronx,5,2023-03-17,8
Apartment Complex,11098,Queens,1,2023-01-30,43
Apartment Complex,10081,Manhattan,5,2023-09-15,22
Private Home,11242,Brooklyn,1,2023-01-16,40
Private Home,10462,Bronx,4,2023-10-26,59
Villa,10313,Staten Island,1,2023-08-07,52
Villa,10274,Manhattan,3,2023-04-19,35
Hotel,10146,Manhattan,2,2023-12-05,19
Hotel,11206,Brooklyn,3,2023-07-12,32
Apartment Complex,10172,Manhattan,7,2023-08-06,4
Villa,10031,Manhattan,1,2023-12-11,3
Villa,11249,Brooklyn,6,2023-09-02,14
Apartment Complex,10303,Staten Island,5,2023-11-17,23
Private Home,10304,Staten Island,7,2023-04-23,50
Private Home,11216,Brooklyn,6,2023-03-18,39
Villa,10304,Staten Island,3,2023-11-29,59
Private Home,11218,Brooklyn,5,2023-02-10,60
Private Home,11055,Queens,1,2023-07-31,4
Apartment Complex,10313,Staten Island,5,2023-12-29,37
Villa,10207,Manhattan,3,2023-09-13,1
Villa,10096,Manhattan,2,2023-11-14,53
Private Home,11255,Brooklyn,7,2023-10-22,56
Apartment Complex,11239,Brooklyn,3,2023-05-03,42
Hotel,10238,Manhattan,5,2023-02-10,59
Apartment Complex,11210,Brooklyn,4,2023-11-09,56
Hotel,11248,Brooklyn,7,2023-02-12,44
Villa,10301,Staten Island,2,2023-11-21,41
Villa,10135,Manhattan,2,2023-12-12,46
Apartment Complex,10120,Manhattan,5,2023-11-03,35
Private Home,11044,Queens,7,2023-09-03,25
Private Home,10464,Bronx,7,2023-04-23,56
Private Home,10458,Bronx,7,2023-11-19,18
Apartment Complex,10466,Bronx,7,2023-07-09,30
Private Home,10259,Manhattan,6,2023-04-15,50
Hotel,10453,Bronx,6,2023-01-21,7
Private Home,10134,Manhattan,7,2023-12-03,20
Private Home,10311,Staten Island,7,2023-11-05,36
Private Home,11234,Brooklyn,1,2023-05-01,29
Apartment Complex,10467,Bronx,4,2023-02-16,57
Hotel,10301,Staten Island,7,2023-07-23,57
Hotel,10455,Bronx,1,2023-06-12,20
Villa,11019,Queens,4,2023-11-09,25
Villa,10471,Bronx,3,2023-07-05,25
Villa,10307,Staten Island,3,2023-06-14,18
Hotel,10313,Staten Island,7,2023-03-12,48
Hotel,10304,Staten Island,5,2023-11-10,49
Private Home,10451,Bronx,5,2023-12-29,25
Apartment Complex,11091,Queens,1,2023-05-08,19
Hotel,11223,Brooklyn,6,2023-11-25,44
Apartment Complex,10065,Manhattan,4,2023-04-06,50
Hotel,10014,Manhattan,2,2023-05-30,45
Private Home,10211,Manhattan,1,2023-04-24,51
Apartment Complex,10305,Staten Island,6,2023-02-18,41
Private Home,11009,Queens,2,2023-05-16,7
Apartment Complex,11209,Brooklyn,5,2023-08-04,35
Private Home,10276,Manhattan,5,2023-11-17,36
Hotel,11223,Brooklyn,7,2023-08-27,35
Villa,11102,Queens,3,2023-02-08,19
Hotel,11012,Queens,1,2023-01-02,30
Apartment Complex,10159,Manhattan,2,2023-01-31,15
Apartment Complex,10230,Manhattan,4,2023-10-19,19
Villa,10307,Staten Island,5,2023-11-17,14
Hotel,10304,Staten Island,1,2023-11-13,20
Private Home,11082,Queens,7,2023-10-08,40
Private Home,10304,Staten Island,1,2023-10-02,33
Private Home,11084,Queens,5,2023-12-01,34
Private Home,10306,Staten Island,2,2023-12-12,43
Private Home,11076,Queens,2,2023-08-22,50
Private Home,10310,Staten Island,2,2023-02-21,51
Villa,10274,Manhattan,5,2023-11-17,17
Private Home,10079,Manhattan,6,2023-02-18,18
Villa,10131,Manhattan,3,2023-06-14,54
Apartment Complex,10469,Bronx,2,2023-05-23,30
Private Home,10459,Bronx,7,2023-01-29,25
Apartment Complex,10236,Manhattan,3,2023-02-15,44
Private Home,10305,Staten Island,6,2023-05-06,1
Hotel,11041,Queens,5,2023-04-14,38
Private Home,10463,Bronx,1,2023-05-29,47
Villa,10310,Staten Island,1,2023-09-04,39
Hotel,11090,Queens,6,2023-08-26,60
Hotel,11208,Brooklyn,7,2023-01-22,17
Hotel,10056,Manhattan,3,2023-07-05,25
Hotel,10308,Staten Island,2,2023-12-05,6
Private Home,10308,Staten Island,3,2023-05-24,58
Private Home,10458,Bronx,4,2023-03-16,21
Hotel,10227,Manhattan,5,2023-11-03,26
Apartment Complex,10464,Bronx,4,2023-01-26,8
Hotel,10454,Bronx,7,2023-05-14,23
Private Home,11229,Brooklyn,2,2023-12-26,4
Apartment Complex,11010,Queens,7,2023-03-19,23
Villa,10463,Bronx,3,2023-03-22,28
Hotel,10468,Bronx,4,2023-01-05,58
Hotel,11214,Brooklyn,5,2023-10-06,43
Villa,10474,Bronx,7,2023-06-25,54
Apartment Complex,10303,Staten Island,6,2023-09-09,29
Private Home,10311,Staten Island,3,2023-05-03,2
Apartment Complex,10303,Staten Island,6,2023-07-08,8
Villa,10460,Bronx,1,2023-12-11,54
Villa,11066,Queens,2,2023-09-12,55
Private Home,10044,Manhattan,6,2023-05-20,48
Private Home,10138,Manhattan,5,2023-01-06,46
Hotel,10041,Manhattan,6,2023-08-12,1
Private Home,11007,Queens,3,2023-08-09,22
Hotel,10310,Staten Island,3,2023-11-08,51
Apartment Complex,10160,Manhattan,4,2023-08-24,43
Villa,10303,Staten Island,4,2023-10-05,30
Apartment Complex,11220,Brooklyn,5,2023-11-17,40
Villa,11060,Queens,4,2023-05-18,7
Hotel,11230,Brooklyn,2,2023-08-08,31
Villa,10460,Bronx,5,2023-12-22,11
Private Home,10463,Bronx,5,2023-02-03,33
Villa,11035,Queens,5,2023-06-30,46
Private Home,10016,Manhattan,7,2023-10-29,54
Hotel,11065,Queens,3,2023-02-22,25
Private Home,11247,Brooklyn,4,2023-11-23,60
Apartment Complex,10301,Staten Island,6,2023-07-29,14
Private Home,10309,Staten Island,3,2023-05-03,31
Hotel,11211,Brooklyn,6,2023-01-14,49
Villa,10149,Manhattan,1,2023-09-25,13
Hotel,11104,Queens,6,2023-08-05,19
Villa,10121,Manhattan,5,2023-03-31,27
Hotel,11060,Queens,3,2023-12-20,28
Apartment Complex,10226,Manhattan,5,2023-04-21,21
Apartment Complex,10462,Bronx,4,2023-07-13,7
Private Home,10232,Manhattan,3,2023-09-13,9
Private Home,10171,Manhattan,1,2023-01-30,22
Hotel,10474,Bronx,4,2023-07-06,60
Private Home,11222,Brooklyn,4,2023-03-16,31
Hotel,10007,Manhattan,6,2023-12-30,52
Hotel,10467,Bronx,7,2023-07-30,37
Hotel,10188,Manhattan,2,2023-12-05,44
Apartment Complex,11039,Queens,5,2023-02-17,16
Hotel,11237,Brooklyn,7,2023-03-26,12
Villa,10468,Bronx,2,2023-05-09,43
Private Home,10473,Bronx,3,2023-12-20,10
Private Home,10453,Bronx,2,2023-02-14,11
Apartment Complex,10465,Bronx,3,2023-07-26,44
Hotel,11087,Queens,7,2023-10-22,38
Private Home,10461,Bronx,4,2023-02-02,4
Villa,11225,Brooklyn,1,2023-05-22,29
Apartment Complex,10212,Manhattan,2,2023-03-07,40
Villa,11250,Brooklyn,2,2023-12-26,52
Apartment Complex,10049,Manhattan,6,2023-12-09,2
Private Home,11234,Brooklyn,4,2023-06-22,4
Apartment Complex,11205,Brooklyn,7,2023-07-02,58
Villa,10219,Manhattan,3,2023-08-02,56
Apartment Complex,11033,Queens,5,2023-10-20,43
Hotel,11214,Brooklyn,6,2023-01-21,19
Hotel,11076,Queens,5,2023-11-24,55
Hotel,11212,Brooklyn,3,2023-03-22,16
Apartment Complex,10473,Bronx,5,2023-10-27,19
Apartment Complex,10307,Staten Island,4,2023-12-21,53
Villa,10150,Manhattan,7,2023-03-19,17
Apartment Complex,10461,Bronx,4,2023-02-23,9
Private Home,11204,Brooklyn,3,2023-04-12,40
Private Home,10305,Staten Island,3,2023-04-05,37
Apartment Complex,10245,Manhattan,7,2023-01-01,18
Private Home,10304,Staten Island,1,2023-01-23,51
Apartment Complex,10254,Manhattan,6,2023-10-21,35
Hotel,11066,Queens,2,2023-11-14,34
Private Home,10263,Manhattan,1,2024-01-01,29
Apartment Complex,10459,Bronx,4,2023-08-17,27
Private Home,11223,Brooklyn,3,2023-07-26,9
Villa,11228,Brooklyn,4,2023-06-29,56
Villa,11101,Queens,4,2023-07-20,42
Apartment Complex,10184,Manhattan,6,2023-06-03,51
Hotel,10150,Manhattan,4,2023-02-02,7
Villa,11244,Brooklyn,1,2023-08-21,12
Villa,10458,Bronx,2,2023-06-06,10
Apartment Complex,10460,Bronx,4,2023-10-26,51
Apartment Complex,10310,Staten Island,6,2023-01-07,19
Apartment Complex,10311,Staten Island,7,2023-01-01,25
Apartment Complex,10180,Manhattan,2,2023-07-04,52
Apartment Complex,10306,Staten Island,1,2023-03-06,11
Villa,11091,Queens,7,2023-01-01,13
Hotel,11025,Queens,7,2023-07-09,9
Private Home,10474,Bronx,1,2023-02-20,40
Private Home,11089,Queens,6,2023-09-02,50
Hotel,10249,Manhattan,5,2023-12-01,54
Private Home,10310,Staten Island,1,2023-08-14,9
Private Home,10085,Manhattan,1,2023-10-16,12
Private Home,11222,Brooklyn,7,2023-02-12,56
Villa,10313,Staten Island,2,2023-06-13,7
Apartment Complex,10304,Staten Island,4,2023-02-16,36
Private Home,11100,Queens,6,2023-07-08,2
Private Home,11217,Brooklyn,7,2023-02-12,45
Villa,11252,Brooklyn,5,2023-01-27,47
Private Home,10100,Manhattan,7,2023-09-03,15
Apartment Complex,11044,Queens,5,2023-09-08,13
Villa,11250,Brooklyn,2,2023-06-27,5
Private Home,10457,Bronx,3,2023-02-08,35
Villa,11220,Brooklyn,4,2023-05-11,52
Private Home,10152,Manhattan,7,2023-08-06,58
Apartment Complex,11229,Brooklyn,6,2023-02-18,46
Private Home,11046,Queens,1,2023-04-10,23
Hotel,10462,Bronx,1,2023-06-19,4
Hotel,11255,Brooklyn,3,2023-07-26,31
Apartment Complex,10308,Staten Island,3,2023-11-29,39
Villa,11006,Queens,3,2023-05-24,54
Villa,11069,Queens,6,2023-04-15,31
Hotel,10239,Manhattan,5,2023-01-20,18
Private Home,10453,Bronx,5,2023-09-15,30
Apartment Complex,11247,Brooklyn,7,2023-01-29,36
Private Home,10305,Staten Island,2,2023-10-03,36
Private Home,10239,Manhattan,3,2023-12-06,15
Private Home,10469,Bronx,1,2023-10-16,9
Hotel,10186,Manhattan,6,2023-11-04,30
Apartment Complex,10458,Bronx,1,2023-01-23,3
Villa,11205,Brooklyn,2,2023-12-12,31
Hotel,10050,Manhattan,2,2023-04-25,9
Hotel,10464,Bronx,3,2023-08-09,17
Private Home,11028,Queens,5,2023-07-14,46
Hotel,11052,Queens,4,2023-04-13,52
Private Home,11220,Brooklyn,2,2023-08-08,34
Private Home,10474,Bronx,1,2023-09-25,19
Villa,11224,Brooklyn,3,2023-03-29,53
Villa,11222,Brooklyn,5,2023-06-23,60
Hotel,11032,Queens,5,2023-12-15,55
Hotel,11226,Brooklyn,4,2023-04-20,55
Private Home,11220,Brooklyn,4,2023-11-16,41
Hotel,11040,Queens,2,2023-01-03,12
Private Home,11098,Queens,1,2023-03-20,4
Hotel,10313,Staten Island,6,2023-08-05,4
Private Home,10456,Bronx,2,2023-06-20,31
Hotel,10238,Manhattan,7,2023-10-08,31
Private Home,11234,Brooklyn,6,2023-07-29,12
Hotel,10455,Bronx,4,2023-04-27,1
Villa,10235,Manhattan,5,2023-08-11,32
Villa,10148,Manhattan,6,2023-04-29,3
Villa,10472,Bronx,2,2023-09-12,52
Private Home,10460,Bronx,6,2023-05-13,22
Hotel,10030,Manhattan,2,2023-08-08,37
Apartment Complex,10311,Staten Island,3,2023-04-26,39
Hotel,10301,Staten Island,3,2023-03-01,14
Private Home,10310,Staten Island,2,2023-01-03,29
Villa,10242,Manhattan,4,2023-02-23,27
Private Home,11230,Brooklyn,7,2023-09-17,21
Private Home,10196,Manhattan,4,2023-05-04,34
Apartment Complex,11042,Queens,2,2023-11-21,50
Villa,11252,Brooklyn,7,2023-09-03,4
Hotel,10308,Staten Island,1,2023-07-31,38
Villa,11233,Brooklyn,7,2023-03-12,6
Apartment Complex,11219,Brooklyn,1,2023-02-27,26
Hotel,10308,Staten Island,3,2023-02-15,26
Villa,10470,Bronx,5,2023-12-29,8
Villa,10305,Staten Island,7,2023-06-11,33
Hotel,10474,Bronx,1,2023-10-23,43
Villa,10461,Bronx,3,2023-11-15,20
Hotel,10462,Bronx,6,2023-07-08,39
Hotel,11209,Brooklyn,7,2023-01-15,46
Hotel,10150,Manhattan,4,2023-11-23,13
Hotel,10226,Manhattan,4,2023-02-09,27
Private Home,10466,Bronx,3,2023-08-09,17
Villa,10467,Bronx,3,2023-07-26,3
Villa,10463,Bronx,1,2023-01-16,1
Private Home,10468,Bronx,4,2023-07-13,59
Apartment Complex,11221,Brooklyn,1,2023-08-21,34
Hotel,11103,Queens,1,2023-05-08,57
Apartment Complex,10309,Staten Island,2,2023-05-30,8
Apartment Complex,11212,Brooklyn,2,2023-04-04,43
Villa,10268,Manhattan,7,2023-12-31,7
Private Home,10190,Manhattan,6,2023-11-04,50
Private Home,10312,Staten Island,6,2023-03-04,40
Apartment Complex,11213,Brooklyn,6,2023-07-08,30
Apartment Complex,10303,Staten Island,7,2023-02-05,37
Hotel,10200,Manhattan,5,2023-12-22,48
Hotel,11088,Queens,3,2023-11-08,14
Private Home,10306,Staten Island,5,2023-10-20,38
Apartment Complex,11052,Queens,1,2023-09-04,48
Apartment Complex,10453,Bronx,4,2023-03-02,6
Villa,11207,Brooklyn,5,2023-03-03,16
Hotel,11243,Brooklyn,7,2023-03-19,38
Apartment Complex,10473,Bronx,1,2023-10-09,44
Villa,10306,Staten Island,7,2023-02-19,26
Hotel,10464,Bronx,6,2023-12-16,17
Apartment Complex,10474,Bronx,1,2023-04-24,53
Apartment Complex,11253,Brooklyn,3,2023-10-18,4
Apartment Complex,11247,Brooklyn,7,2023-02-26,40
Apartment Complex,11076,Queens,6,2023-09-16,14
Apartment Complex,11020,Queens,2,2023-04-25,31
Apartment Complex,10313,Staten Island,4,2023-11-30,12
Private Home,10457,Bronx,4,2023-11-23,49
Hotel,10456,Bronx,1,2023-12-11,60
Hotel,11086,Queens,6,2023-10-28,34
Private Home,10306,Staten Island,3,2023-05-24,30
Villa,10472,Bronx,7,2023-03-19,23
Villa,11054,Queens,2,2023-08-29,5
Hotel,10303,Staten Island,6,2023-08-12,55
Villa,10303,Staten Island,3,2023-12-06,9
Hotel,10304,Staten Island,3,2023-12-06,15
Hotel,10458,Bronx,7,2023-11-26,30
Villa,10310,Staten Island,1,2023-09-04,2
Hotel,10166,Manhattan,5,2023-02-24,4
Hotel,10467,Bronx,3,2023-06-21,39
Hotel,11017,Queens,7,2023-04-02,33
Hotel,10239,Manhattan,6,2023-10-21,12
Private Home,11063,Queens,4,2023-01-26,60
Hotel,10195,Manhattan,3,2023-08-30,21
Apartment Complex,11233,Brooklyn,7,2023-02-19,35
Villa,10129,Manhattan,7,2023-02-19,53
Hotel,10304,Staten Island,3,2023-01-04,12
Villa,10306,Staten Island,6,2023-10-07,24
Hotel,11238,Brooklyn,3,2023-07-26,47
Apartment Complex,10174,Manhattan,2,2023-05-30,37
Hotel,10452,Bronx,4,2023-07-06,55
Private Home,10307,Staten Island,3,2023-03-08,42
Private Home,10094,Manhattan,4,2023-06-08,37
Villa,10078,Manhattan,7,2023-09-24,27
Villa,10456,Bronx,3,2023-08-09,15
Apartment Complex,11216,Brooklyn,6,2023-05-13,20
Apartment Complex,11042,Queens,7,2023-11-05,38
Hotel,11220,Brooklyn,7,2023-03-05,49
Private Home,10304,Staten Island,2,2023-12-19,55
Private Home,11219,Brooklyn,1,2023-03-13,56
Apartment Complex,10302,Staten Island,5,2023-01-13,22
Private Home,11220,Brooklyn,4,2023-11-30,39
Apartment Complex,10307,Staten Island,7,2023-10-29,46
Hotel,11229,Brooklyn,3,2023-06-14,41
Apartment Complex,10208,Manhattan,6,2023-05-27,13
Apartment Complex,10459,Bronx,6,2023-02-18,28
Private Home,11086,Queens,4,2023-08-17,15
Private Home,10472,Bronx,7,2023-06-11,43
Hotel,11068,Queens,5,2023-10-13,11
Apartment Complex,10467,Bronx,4,2023-05-04,36
Villa,10466,Bronx,3,2023-02-22,49
Hotel,11207,Brooklyn,7,2023-09-03,12
Hotel,11094,Queens,6,2023-03-11,14
Private Home,11055,Queens,3,2023-09-27,6
Apartment Complex,10011,Manhattan,5,2023-05-05,19
Private Home,10469,Bronx,2,2023-07-11,28
Villa,11012,Queens,4,2023-07-27,37
Villa,10306,Staten Island,2,2023-04-11,60
Villa,10303,Staten Island,3,2023-11-29,11
Apartment Complex,10460,Bronx,3,2023-07-12,12
Hotel,10030,Manhattan,3,2023-04-26,30
Private Home,10301,Staten Island,6,2023-02-04,45
Private Home,11075,Queens,1,2023-03-20,9
Private Home,10123,Manhattan,4,2023-02-09,42
Hotel,10312,Staten Island,1,2023-11-20,28
Hotel,10175,Manhattan,4,2023-02-02,26
Apartment Complex,10094,Manhattan,3,2023-12-13,37
Hotel,10305,Staten Island,3,2023-03-01,17
Apartment Complex,10305,Staten Island,4,2023-10-26,54
Apartment Complex,11014,Queens,6,2023-07-08,7
Hotel,10049,Manhattan,2,2023-09-12,12
Apartment Complex,10307,Staten Island,6,2023-06-24,24
Hotel,10453,Bronx,5,2023-03-10,7
Private Home,10469,Bronx,1,2023-04-17,49
Villa,10304,Staten Island,1,2023-03-13,30
Private Home,11206,Brooklyn,2,2023-07-25,51
Apartment Complex,10474,Bronx,3,2023-07-12,27
Hotel,11018,Queens,7,2023-07-09,37
Hotel,10237,Manhattan,6,2023-11-11,57
Private Home,11049,Queens,6,2023-07-29,47
Apartment Complex,10305,Staten Island,6,2023-03-11,13
Private Home,10451,Bronx,7,2023-09-17,30
Hotel,10305,Staten Island,5,2023-05-05,32
Villa,11045,Queens,5,2023-03-10,7
Villa,11095,Queens,7,2023-04-16,33
Apartment Complex,10271,Manhattan,1,2023-08-14,33
Hotel,10473,Bronx,6,2023-03-04,23
Villa,10473,Bronx,6,2023-08-05,59
Private Home,10305,Staten Island,1,2023-12-25,34
Hotel,10274,Manhattan,7,2023-09-03,27
Hotel,10457,Bronx,7,2023-12-10,51
Hotel,11106,Queens,6,2023-01-07,18
Villa,10474,Bronx,5,2023-03-31,18
Hotel,10308,Staten Island,5,2023-06-02,37
Villa,11009,Queens,4,2023-08-17,4
Private Home,10308,Staten Island,2,2023-08-15,41
Villa,11073,Queens,1,2023-09-11,10
Private Home,11242,Brooklyn,2,2023-11-28,26
Apartment Complex,11231,Brooklyn,6,2023-08-12,48
Villa,10182,Manhattan,6,2023-09-16,17
Villa,11037,Queens,6,2023-09-02,55
Private Home,11201,Brooklyn,6,2023-11-18,4
Hotel,10143,Manhattan,4,2023-03-02,55
Villa,11103,Queens,7,2023-07-09,15
Private Home,10177,Manhattan,6,2023-06-17,41
Villa,11017,Queens,3,2023-02-08,57
Hotel,11049,Queens,5,2023-12-01,48
Villa,10032,Manhattan,5,2023-02-10,33
Apartment Complex,10014,Manhattan,7,2023-10-15,6
Villa,10252,Manhattan,6,2023-12-02,7
Villa,10313,Staten Island,5,2023-01-27,24
Apartment Complex,10312,Staten Island,5,2023-07-07,30
Apartment Complex,11094,Queens,5,2023-12-08,50
Hotel,10470,Bronx,6,2023-02-18,3
Apartment Complex,11078,Queens,1,2023-05-22,14
Hotel,10313,Staten Island,6,2023-01-14,10
Apartment Complex,10454,Bronx,6,2023-07-15,46
Apartment Complex,11205,Brooklyn,1,2023-05-22,34
Hotel,10466,Bronx,5,2023-02-17,26
Private Home,11235,Brooklyn,1,2023-10-02,22
Private Home,10302,Staten Island,2,2023-05-09,15
Apartment Complex,10471,Bronx,3,2023-03-22,44
Private Home,11240,Brooklyn,6,2023-07-08,31
Private Home,10306,Staten Island,2,2023-03-07,7
Apartment Complex,10097,Manhattan,6,2023-06-24,42
Hotel,11038,Queens,1,2023-12-11,47
Private Home,10009,Manhattan,2,2023-01-03,47
Villa,10313,Staten Island,1,2023-10-09,18
Hotel,10259,Manhattan,2,2023-06-27,36
Villa,11018,Queens,5,2023-04-14,21
Villa,11209,Brooklyn,7,2023-01-08,13
Private Home,11082,Queens,6,2023-11-04,19
Apartment Complex,10309,Staten Island,6,2023-12-30,4
Apartment Complex,10458,Bronx,5,2023-04-21,21
Apartment Complex,11068,Queens,1,2023-10-16,8
Hotel,11253,Brooklyn,3,2023-02-01,43
Private Home,10309,Staten Island,6,2023-08-19,17
Apartment Complex,10045,Manhattan,2,2023-04-25,49
Hotel,10238,Manhattan,6,2023-04-22,43
Villa,10186,Manhattan,5,2023-08-25,11
Villa,11031,Queens,1,2023-05-22,45
Hotel,11004,Queens,2,2023-02-07,60
Apartment Complex,10222,Manhattan,4,2023-05-18,41
Private Home,10453,Bronx,2,2023-08-15,39
Private Home,11044,Queens,2,2023-11-07,2
Villa,10133,Manhattan,3,2023-12-06,44
Hotel,11101,Queens,4,2023-04-13,12
Hotel,11059,Queens,7,2023-01-15,34
Hotel,10468,Bronx,5,2023-03-24,57
Apartment Complex,11239,Brooklyn,4,2023-11-16,6
Hotel,11204,Brooklyn,2,2023-11-07,28
Hotel,10195,Manhattan,5,2023-06-23,42
Apartment Complex,10460,Bronx,4,2023-02-02,53
Hotel,10464,Bronx,4,2023-04-13,26
Hotel,10456,Bronx,1,2023-05-29,2
Villa,11245,Brooklyn,5,2023-12-15,34
Villa,10238,Manhattan,4,2023-02-02,46
Private Home,10034,Manhattan,5,2023-02-17,33
Private Home,10454,Bronx,6,2023-02-11,41
Private Home,10457,Bronx,4,2023-09-07,28
Villa,10302,Staten Island,5,2023-06-30,12
Hotel,11217,Brooklyn,3,2023-11-08,56
Villa,10230,Manhattan,4,2023-01-05,4
Private Home,11206,Brooklyn,5,2023-12-15,29
Private Home,10311,Staten Island,2,2023-07-04,33
